0.651035 -1.43195 1 -2.90777 1.89234 1
0.0586118 48.6691 1 -3.71684 49.6207 1
-1.28881 100.327 1 -3.10352 102.749 1
-1.67206 149.487 1 -3.52176 152.29 1
-0.720689 198.262 1 -3.83367 201.044 1
0.687894 250.43 1 -3.50664 253.61 1
-0.0208679 302.404 1 -2.3773 300.062 1
-2.24193 347.825 1 -1.47356 353.642 1
-0.048165 400.295 1 -3.75942 401.201 1
-0.525075 451.646 1 -4.21183 452.132 1
0.907271 500.256 1 -5.41163 501.04 1
44.7273 4.80068 1 40.9245 -2.58306 1
48.7169 50.4205 1 46.2242 53.3773 1
50.5702 100.231 1 45.4867 102.193 1
39.6415 143.57 1 27.5794 162.29 1
52.2424 200.276 1 45.6538 202.876 1
48.6521 248.568 1 46.8505 251.003 1
49.4417 298.881 1 46.1606 302.373 1
50.8898 352.135 1 46.7537 351.478 1
57.5457 406.739 1 41.0905 404.554 1
51.0348 450.643 1 44.9264 453.086 1
48.727 499.543 1 47.1846 502.8 1
86.7184 25.7089 1 104.044 8.96515 1
110.546 32.5398 1 86.0662 48.1775 1
98.887 99.5785 1 94.4076 101.368 1
95.2926 156.041 1 94.4822 139.58 1
100.921 197.123 1 96.7624 202.73 1
101.986 250.462 1 94.8127 251.502 1
99.3744 301.692 1 95.971 302.643 1
97.7082 350.579 1 96.3766 352.269 1
99.8507 399.131 1 95.9075 402.088 1
98.722 451.745 1 95.7238 451.02 1
101.7 499.491 1 96.6206 503.5 1
149.506 -1.43992 1 144.784 1.75185 1
150.283 51.0143 1 144.701 51.258 1
150.358 100.688 1 145.61 101.293 1
169.49 154.486 1 156.141 162.318 1
152.415 199.011 1 145.689 200.62 1
149.39 249.284 1 146.714 252.757 1
151.15 300.041 1 145.87 300.776 1
150.39 350.569 1 147.223 352.08 1
146.883 392.692 1 149.415 418.212 1
149.962 449.154 1 147.591 452.296 1
148.419 500.495 1 146.484 500.268 1
200.699 2.19733 1 195.253 2.00005 1
200.301 50.3314 1 195.75 52.8991 1
193.54 97.652 1 198.805 92.7479 1
201.862 150.255 1 194.429 152.732 1
201.74 200.099 1 196.057 202.129 1
199.629 249.967 1 195.921 252.234 1
199.99 299.258 1 196.146 302.122 1
178.126 353.386 1 196.709 349.605 1
198.081 398.356 1 194.51 403.18 1
201.119 448.306 1 195.004 450.301 1
200.387 501.226 1 194.553 501.825 1
248.554 -1.1238 1 247.914 2.82046 1
250.845 50.403 1 245.657 51.1001 1
257.423 100.409 1 241.867 99.937 1
251.275 149.654 1 246.842 151.259 1
241.743 210.6 1 240.273 203.347 1
259.677 250.736 1 251.416 252.796 1
249.286 299.684 1 247.505 301.795 1
251.652 348.814 1 246.482 353.282 1
249.686 400.09 1 245.408 401.289 1
251.936 451.004 1 246.373 451.561 1
249.938 499.709 1 244.73 501.8 1
299.191 -0.316846 1 296.302 2.64607 1
300.378 49.3093 1 294.182 51.8452 1
299.793 100.002 1 296.035 100.497 1
300.27 149.953 1 294.319 152.316 1
299.409 201.661 1 295.77 201.288 1
298.876 251.227 1 295.727 251.884 1
299.134 299.759 1 296.24 302.014 1
300.148 350.476 1 296.554 352.291 1
298.535 400.661 1 295.074 402.667 1
301.795 449.242 1 295.579 451.833 1
300.228 500.23 1 296.659 501.581 1
349.639 0.685301 1 345.581 1.66877 1
351.622 50.9548 1 347.566 52.5923 1
349.114 99.345 1 347.143 101.748 1
362.486 153.326 1 346.752 157.384 1
357.531 195.303 1 332.772 192.164 1
351.087 249.391 1 346.771 253.087 1
351.095 299.887 1 345.733 302.832 1
350.199 349.921 1 347.533 351.095 1
348.951 400.258 1 349.016 417.491 1
349.64 449.552 1 346.064 452.125 1
351.49 498.231 1 346.329 501.658 1
399.359 -1.18689 1 394.588 2.10282 1
401.55 48.8209 1 394.228 52.9947 1
400.664 99.5048 1 395.414 100.478 1
399.744 150.382 1 396.708 151.774 1
398.905 199.156 1 396.067 202.236 1
400.274 249.739 1 395.615 253.533 1
401.062 298.449 1 394.308 302.83 1
399.132 347.772 1 396.314 352.813 1
405.265 400.856 1 397.958 401.894 1
399.544 450.607 1 396.853 451.381 1
399.046 500.098 1 396.633 503.718 1
450.846 -0.360374 1 445.59 1.28797 1
452.093 59.269 1 452.36 39.0012 1
450.248 99.4282 1 446.245 101.859 1
449.145 149.827 1 445.417 154.046 1
450.372 199.429 1 445.71 201.271 1
449.63 249.867 1 446.374 251.174 1
441.574 297.452 1 447.542 309.76 1
450.88 349.378 1 447.118 353.989 1
449.182 399.139 1 446.178 401.734 1
450.705 449.415 1 445.409 450.59 1
451.306 500.329 1 445.715 502.966 1
498.648 -0.555391 1 497.041 1.22869 1
498.427 48.8563 1 493.421 53.1428 1
499.738 99.1601 1 496.074 100.889 1
501.166 149.015 1 495.823 151.106 1
500.251 200.04 1 495.712 202.143 1
499.056 252.509 1 496.367 251.074 1
499.32 299.79 1 495.343 303.926 1
498.886 350.149 1 496.179 352.358 1
501.415 399.145 1 495.145 400.626 1
500.653 449.189 1 495.963 452.419 1
499.571 500.276 1 496.42 500.344 1
