0  10.651
1  8.76805
2  9.68214
3  10.0402
4  13.7354
5  65.165
6  9.91119
7  11.7266
8  10.804
9  12.9565
10  34.5868
11  12.7825
12  12.9784
13  12.2684
14  12.8625
15  13.9634
16  13.3663
17  12.4439
18  14.8977
19  14.0994
20  15.6227
21  -4.55664
22  14.8329
23  14.0309
24  14.7518
25  40.9068
26  16.5913
27  14.5885
28  16.5073
29  16.0559
30  16.1908
31  31.2126
32  45.3306
33  16.1142
34  41.2845
35  18.3773
36  17.4291
37  49.2456
38  16.8829
39  17.157
40  18.011
41  18.5139
42  19.7329
43  17.6859
44  19.6505
45  18.0033
46  49.2691
47  19.2275
48  20.4898
49  82.4991
50  20.7206
51  20.973
52  20.1384
53  20.0697
54  19.7264
55  62.7279
56  21.689
57  20.1575
58  22.1059
59  20.8139
60  15.4368
61  24.7709
62  22.2107
63  22.056
64  23.1243
65  21.9393
66  11.352
67  30.7615
68  22.9807
69  23.3102
70  24.9209
71  21.3227
72  26.0094
73  22.3022
74  43.3978
75  50.2047
76  24.5744
77  27.0923
78  25.6488
79  26.5084
80  26.1829
81  65.5168
82  26.3075
83  26.6883
84  25.7951
85  26.7518
86  28.9001
87  37.2196
88  60.0126
89  29.2995
90  18.8186
91  -19.9116
92  19.3627
93  20.0843
94  39.5045
95  18.9369
96  4.89333
97  18.6399
98  20.0341
99  20.0418
100  17.6596
