14.1988	 187.542	 -0.382683	 0.92388
17.2603	 180.151	 -0.382683	 0.92388
19.9211	 172.967	 -0.382683	 0.92388
22.9543	 165.481	 -0.382683	 0.92388
26.237	 158.142	 -0.382683	 0.92388
260.601	 43.4128	 -0.92388	 -0.382683
266.691	 48.4208	 0.382683	 0.92388
268.79	 55	 6.12303e-017	 1
299.75	 32.3964	 -0.707107	 -0.707107
149.792	 46.9383	 -0.92388	 -0.382683
155.259	 52.7412	 -0.707107	 -0.707107
160.612	 58.3885	 0.707107	 0.707107
167.004	 63.9962	 0.707107	 0.707107
173.908	 68.2222	 0.92388	 0.382683
182	 70.6326	 1	 0
189.059	 73.3566	 0.92388	 0.382683
196.834	 75.9	 0.92388	 0.382683
204.664	 79.1052	 0.92388	 0.382683
211.009	 83.6042	 0.92388	 0.382683
213.528	 45.5641	 -0.92388	 -0.382683
219.619	 50.5721	 -0.707107	 -0.707107
222.957	 57.5178	 0.382683	 0.92388
225.507	 65.4971	 0.382683	 0.92388
229.557	 73.4765	 0.382683	 0.92388
199.15	 63.15	 -0.382683	 0.92388
202.667	 56.6667	 0.707107	 -0.707107
206.636	 49.3491	 0.707107	 -0.707107
212.985	 45.1456	 0.92388	 -0.382683
210.985	 86.4643	 0.92388	 -0.382683
203.081	 89.1962	 0.92388	 -0.382683
195.446	 91.869	 0.92388	 -0.382683
188.417	 94.8006	 0.92388	 -0.382683
351.5	 100.5	 6.12303e-017	 1
356.954	 93.4809	 -0.382683	 0.92388
359.877	 85.4491	 -0.382683	 0.92388
361.292	 78	 0.382683	 -0.92388
221.164	 136.432	 6.12303e-017	 1
220.137	 129	 6.12303e-017	 1
222.278	 121	 -0.382683	 0.92388
222.989	 113	 6.12303e-017	 1
222.523	 105	 6.12303e-017	 1
223.406	 97	 -1.83691e-016	 -1
223.221	 89	 -1.83691e-016	 -1
170.458	 101.399	 0.92388	 -0.382683
163	 104.135	 0.92388	 -0.382683
155.518	 107.544	 -0.92388	 0.382683
147.547	 110.613	 -0.92388	 0.382683
139.868	 112.682	 -0.92388	 0.382683
132.604	 115.25	 -1	 1.22461e-016
307	 39.0241	 -1	 1.22461e-016
315	 39.1624	 -1	 1.22461e-016
323	 40	 -1	 1.22461e-016
331	 39.9969	 -1	 1.22461e-016
339	 40.2735	 -1	 1.22461e-016
347	 40.9972	 -1	 1.22461e-016
355	 40.9973	 -1	 1.22461e-016
363	 41.4251	 -1	 1.22461e-016
371	 41.9974	 -1	 1.22461e-016
