914.161	 826.264	 0.707107	 -0.707107
909.153	 832.354	 0.707107	 -0.707107
903.496	 838.011	 0.707107	 -0.707107
897.685	 843.856	 0.707107	 -0.707107
891.33	 849.33	 0.707107	 -0.707107
885.272	 855.272	 0.707107	 -0.707107
436.333	 107.431	 -1.83691e-016	 -1
432.375	 114.448	 0.382683	 -0.92388
431.482	 122.007	 -1.83691e-016	 -1
431.714	 130.089	 -1.83691e-016	 -1
428.036	 137.036	 0.382683	 -0.92388
423.891	 143.955	 0.382683	 -0.92388
420.472	 151.488	 0.382683	 -0.92388
416.673	 158.917	 0.92388	 -0.382683
408.95	 159.05	 0.92388	 0.382683
402.387	 153.773	 0.707107	 0.707107
395.843	 149.157	 0.707107	 0.707107
389.061	 142.975	 0.382683	 0.92388
384	 135.5	 0.382683	 0.92388
379.37	 128.054	 0.382683	 0.92388
376.007	 119.997	 0.382683	 0.92388
373.5	 112	 6.12303e-017	 1
372.5	 104	 6.12303e-017	 1
373.125	 95.8447	 0.382683	 -0.92388
377.884	 90.1206	 0.92388	 -0.382683
384	 85.9926	 1	 0
392	 86.0109	 1	 0
400	 85.9895	 1	 0
408	 85.4275	 1	 0
416	 84.9964	 1	 0
424	 85	 1	 0
432	 84.9929	 1	 0
440	 84.9965	 1	 0
448	 85	 1	 0
456	 84.0108	 1	 0
464	 84.0036	 1	 0
472	 84.0037	 1	 0
480	 83.9962	 1	 0
488	 83.363	 1	 0
496	 82.9926	 1	 0
504	 82.9925	 1	 0
512	 82.9925	 1	 0
520	 82.9889	 1	 0
524.811	 85.3608	 -0.707107	 -0.707107
525.05	 93.5	 -1.83691e-016	 -1
525.521	 101.991	 0.382683	 0.92388
590.099	 83.1522	 0.382683	 -0.92388
589.45	 92	 -0.382683	 -0.92388
589.063	 100.026	 6.12303e-017	 1
588.019	 108.008	 6.12303e-017	 1
586.968	 116	 6.12303e-017	 1
586.283	 124	 6.12303e-017	 1
586.431	 132	 6.12303e-017	 1
587.218	 140	 0.382683	 0.92388
647.907	 83.5858	 -0.707107	 -0.707107
650.196	 92	 -0.382683	 -0.92388
650.19	 100	 0.382683	 0.92388
652.5	 107.5	 0.382683	 0.92388
654.321	 116.074	 0.382683	 0.92388
653.25	 124.104	 -0.382683	 0.92388
651.35	 132.145	 6.12303e-017	 1
649.318	 139.848	 -0.382683	 0.92388
681.913	 84.2134	 0.382683	 -0.92388
679.8	 91.9172	 0.382683	 -0.92388
676.994	 100	 6.12303e-017	 1
674.02	 108.008	 -0.382683	 0.92388
671.503	 115	 6.12303e-017	 1
668.852	 122.938	 -0.382683	 0.92388
665.735	 131.097	 -0.382683	 0.92388
663.272	 139	 6.12303e-017	 1
662.718	 147	 0.382683	 0.92388
509.565	 283.848	 0.382683	 0.92388
505.804	 276.081	 0.382683	 0.92388
569	 424.083	 -1	 1.22461e-016
576.53	 422.572	 -0.92388	 0.382683
583.597	 420.734	 -1	 1.22461e-016
589.87	 415.058	 -0.92388	 0.382683
596.08	 410.326	 -0.382683	 0.92388
598.025	 401.511	 6.12303e-017	 1
599.56	 393	 6.12303e-017	 1
600.875	 385	 -0.382683	 0.92388
602.2	 376.583	 6.12303e-017	 1
604.398	 368.458	 -0.382683	 0.92388
607.645	 360.56	 -0.382683	 0.92388
204.235	 124.803	 -0.92388	 -0.382683
212	 125.529	 -0.92388	 0.382683
220.104	 126.25	 -0.92388	 -0.382683
228	 127.778	 -0.92388	 0.382683
236	 126.75	 -1	 1.22461e-016
244	 126.964	 -1	 1.22461e-016
252	 125.833	 -0.92388	 0.382683
259.997	 127.507	 -0.92388	 -0.382683
267	 128.917	 -0.92388	 -0.382683
274.515	 130.036	 -1	 1.22461e-016
283.011	 131.473	 -1	 1.22461e-016
290.942	 132.058	 -0.92388	 -0.382683
297.513	 136.97	 0.707107	 0.707107
455.042	 168	 6.12303e-017	 1
456.268	 160	 -1.83691e-016	 -1
456.55	 151.479	 -1.83691e-016	 -1
454.578	 143.468	 -0.382683	 -0.92388
456.512	 133.995	 -0.382683	 -0.92388
207.5	 130.5	 -1	 1.22461e-016
211.643	 138	 -1.83691e-016	 -1
215.25	 145	 -0.382683	 -0.92388
215.985	 152.951	 -0.382683	 0.92388
217.083	 160.965	 0.382683	 0.92388
215.821	 169	 6.12303e-017	 1
218.864	 176.435	 0.707107	 0.707107
526.392	 212	 6.12303e-017	 1
530.825	 205	 -0.382683	 0.92388
556.295	 181.622	 -0.382683	 0.92388
556.354	 173.854	 6.12303e-017	 1
544.694	 188.581	 -0.707107	 0.707107
547.278	 180.408	 0.382683	 -0.92388
152.53	 223.262	 0.707107	 0.707107
150.8	 215.8	 -0.382683	 0.92388
155.526	 209.934	 -0.382683	 0.92388
155.604	 201.957	 0.382683	 0.92388
156.833	 194	 -1.83691e-016	 -1
154.836	 186.482	 -0.707107	 -0.707107
150.938	 180.063	 -0.382683	 -0.92388
47.8657	 345.488	 -0.707107	 0.707107
55	 342.3	 -1	 1.22461e-016
62.6522	 340.765	 -1	 1.22461e-016
71	 339.95	 -0.92388	 0.382683
78.9655	 338.917	 -0.92388	 0.382683
245.174	 224.174	 -0.707107	 0.707107
251.138	 218.333	 -0.707107	 0.707107
257.043	 211.605	 -0.92388	 0.382683
264.688	 205.955	 -0.92388	 0.382683
272.094	 202.727	 -0.92388	 0.382683
279.976	 200.442	 -0.92388	 0.382683
288	 198.15	 -1	 1.22461e-016
296	 198.228	 -1	 1.22461e-016
304	 198.567	 1	 0
313	 198.269	 1	 0
321	 198.063	 1	 0
330	 197.333	 0.92388	 -0.382683
337.656	 194.873	 0.92388	 -0.382683
775.597	 219.748	 -0.382683	 0.92388
779.15	 212.562	 0.382683	 -0.92388
781.512	 205.297	 0.382683	 -0.92388
782.25	 197	 -1.83691e-016	 -1
780.25	 189.104	 -0.382683	 -0.92388
776.688	 180.313	 -0.382683	 -0.92388
773.75	 173	 -0.382683	 -0.92388
105.771	 234.021	 -0.92388	 -0.382683
113	 232.5	 -1	 1.22461e-016
121	 234.25	 -1	 1.22461e-016
129	 234.575	 -1	 1.22461e-016
136.91	 233.783	 -0.92388	 0.382683
144.457	 229.304	 -0.92388	 -0.382683
152	 231	 -1	 1.22461e-016
613.418	 358.302	 -1	 1.22461e-016
622	 356.922	 -1	 1.22461e-016
630	 355.509	 -1	 1.22461e-016
638.126	 353.805	 -0.92388	 0.382683
645.005	 351.012	 -0.92388	 0.382683
652.579	 348.691	 -0.92388	 0.382683
660.502	 345.005	 -0.92388	 0.382683
667.023	 341.556	 -0.92388	 0.382683
671.991	 337.991	 -0.707107	 0.707107
676.062	 334.062	 -0.707107	 0.707107
680.27	 329.27	 -0.707107	 0.707107
685.367	 322.445	 -0.382683	 0.92388
689.61	 314.546	 -0.382683	 0.92388
695.065	 308.027	 -0.382683	 0.92388
768.063	 210.526	 0.382683	 -0.92388
763.5	 216.5	 0.707107	 -0.707107
758.933	 224.472	 0.382683	 -0.92388
755.409	 232.462	 0.382683	 -0.92388
752.402	 240.459	 -0.382683	 0.92388
749.32	 247.383	 -0.382683	 0.92388
745.353	 254.439	 -0.382683	 0.92388
741.745	 261.602	 -0.382683	 0.92388
737.792	 269.621	 -0.382683	 0.92388
732.62	 276.55	 -0.707107	 0.707107
728.429	 283.471	 -0.382683	 0.92388
724.697	 290.581	 -0.382683	 0.92388
927.702	 223.702	 0.382683	 -0.92388
920.339	 228.405	 0.707107	 -0.707107
913.929	 232.828	 0.92388	 -0.382683
906.987	 236.969	 -0.92388	 0.382683
899.026	 241.063	 -0.92388	 0.382683
891.545	 246.108	 -0.707107	 0.707107
885.865	 250.865	 -0.92388	 0.382683
879	 255.482	 -1	 1.22461e-016
872.482	 261.957	 -0.92388	 0.382683
865.446	 267.37	 -0.92388	 0.382683
857.873	 272.194	 -0.92388	 0.382683
850.923	 277.314	 -0.92388	 0.382683
843.971	 282.429	 -0.92388	 0.382683
836.909	 287.28	 -0.92388	 0.382683
830.06	 292.044	 -0.92388	 0.382683
823.624	 297.3	 -0.92388	 0.382683
189	 251	 0.382683	 0.92388
185.5	 244	 -1.83691e-016	 -1
184.05	 236.479	 -0.382683	 -0.92388
273.172	 262.429	 0.382683	 0.92388
270.929	 255	 0.382683	 0.92388
269.364	 247	 -1.83691e-016	 -1
266.078	 239.468	 -0.382683	 -0.92388
119	 272.75	 0.92388	 -0.382683
111.55	 271.45	 0.707107	 0.707107
108.125	 264	 0.382683	 0.92388
105.107	 255	 0.382683	 -0.92388
105.465	 247.152	 0.382683	 -0.92388
103.389	 239.586	 -0.707107	 -0.707107
326.542	 234.517	 -1.83691e-016	 -1
323.676	 241.573	 -1.83691e-016	 -1
321.762	 249.402	 0.707107	 -0.707107
318.541	 257.017	 0.382683	 -0.92388
317.309	 265	 0.382683	 0.92388
319.525	 272.49	 6.12303e-017	 1
321.594	 279.961	 0.382683	 0.92388
324.278	 287.885	 0.382683	 0.92388
88.8132	 514.849	 0.92388	 0.382683
83	 510	 0.382683	 0.92388
83.3333	 502	 -0.382683	 0.92388
83.3472	 494	 6.12303e-017	 1
83.5	 485.5	 6.12303e-017	 1
563.541	 288.1	 0.92388	 -0.382683
555.529	 292.07	 0.92388	 -0.382683
548.568	 296.663	 0.92388	 -0.382683
540.988	 300.472	 0.92388	 -0.382683
533.051	 304.623	 -0.707107	 0.707107
698.262	 304.262	 -0.707107	 0.707107
704.242	 298.242	 0.707107	 -0.707107
710.535	 292.583	 0.92388	 -0.382683
718	 291.107	 1	 0
725.721	 295.068	 -0.92388	 -0.382683
113.765	 281.152	 -1.83691e-016	 -1
109.631	 286.846	 0.382683	 -0.92388
107.417	 293.965	 0.382683	 -0.92388
104	 300	 0.382683	 -0.92388
104	 309	 0.382683	 0.92388
109.271	 314.729	 0.707107	 0.707107
104.03	 315.929	 0.707107	 0.707107
96.3619	 316.667	 -0.92388	 0.382683
336.11	 299.464	 0.92388	 -0.382683
331.57	 305.029	 0.382683	 -0.92388
329.089	 313	 6.12303e-017	 1
327.365	 321	 6.12303e-017	 1
327	 329	 6.12303e-017	 1
324.474	 336.489	 6.12303e-017	 1
324.546	 344	 6.12303e-017	 1
325.328	 352	 6.12303e-017	 1
326.958	 360	 6.12303e-017	 1
327.12	 368	 6.12303e-017	 1
326.531	 376	 6.12303e-017	 1
328.527	 383.696	 0.382683	 0.92388
329.765	 391.848	 0.382683	 0.92388
732.485	 303.256	 -0.382683	 -0.92388
732.7	 311	 0.382683	 -0.92388
733.058	 319	 6.12303e-017	 1
733	 327	 6.12303e-017	 1
730.944	 334.977	 -0.707107	 0.707107
726.066	 340.066	 -0.707107	 0.707107
721.099	 345.099	 -0.707107	 0.707107
80.5834	 332.254	 1	 0
75.075	 328	 0.382683	 0.92388
70.8358	 321.189	 -0.707107	 -0.707107
61.1522	 320.235	 -0.92388	 -0.382683
231.328	 448	 6.12303e-017	 1
231.558	 439.524	 6.12303e-017	 1
235.227	 432.227	 -0.707107	 0.707107
240.686	 425.577	 -0.382683	 0.92388
242.636	 418.556	 -0.382683	 0.92388
245.716	 410.589	 -0.382683	 0.92388
250.115	 403.115	 -0.707107	 0.707107
253.123	 396	 6.12303e-017	 1
831.648	 327.414	 -0.707107	 0.707107
834.056	 320	 0.382683	 -0.92388
831.612	 311.953	 -0.382683	 -0.92388
826.587	 304.413	 -0.382683	 -0.92388
490.707	 435.871	 0.382683	 -0.92388
485.24	 441.883	 0.382683	 -0.92388
478.696	 445.714	 0.92388	 -0.382683
112.096	 388.848	 -0.382683	 0.92388
112.861	 381	 6.12303e-017	 1
114.333	 372.638	 6.12303e-017	 1
115.694	 364.081	 -0.707107	 0.707107
483.037	 382.088	 1	 0
475.049	 384.617	 0.92388	 -0.382683
467	 390.202	 0.92388	 -0.382683
459.239	 393.898	 0.92388	 -0.382683
451.543	 395.429	 1	 0
443.696	 396.194	 0.92388	 -0.382683
922	 328.5	 1	 0
914.948	 329.875	 0.92388	 -0.382683
907.459	 333.4	 0.92388	 -0.382683
899.518	 337.544	 0.92388	 -0.382683
892	 341.404	 0.92388	 -0.382683
883.534	 344.583	 0.92388	 -0.382683
875.629	 348.812	 0.92388	 -0.382683
868.837	 352.837	 -0.707107	 0.707107
863.921	 359.467	 -0.382683	 0.92388
251	 387.483	 1	 0
243	 387.868	 1	 0
362	 364.5	 -0.92388	 0.382683
369.102	 361.247	 0.707107	 -0.707107
374.129	 354.553	 0.707107	 -0.707107
378.907	 347.907	 0.382683	 -0.92388
383.491	 340.996	 0.382683	 -0.92388
52.7333	 446	 6.12303e-017	 1
54	 438	 -0.382683	 0.92388
55.75	 429.604	 6.12303e-017	 1
160.133	 475.055	 -0.382683	 0.92388
162.286	 467.089	 6.12303e-017	 1
158.643	 459	 0.382683	 0.92388
156.35	 452.438	 6.12303e-017	 1
157.275	 444.614	 -0.382683	 0.92388
161.401	 437.917	 -0.382683	 0.92388
163.843	 430.435	 -0.382683	 0.92388
167.493	 423.497	 -0.382683	 0.92388
170.713	 415.881	 -0.382683	 0.92388
174.872	 409.098	 -0.382683	 0.92388
178.538	 402.091	 -0.92388	 0.382683
185.146	 397.146	 -0.707107	 0.707107
190.643	 390.559	 -0.382683	 0.92388
1000	 390.548	 0.92388	 0.382683
992.587	 388.291	 0.92388	 0.382683
984	 387	 1	 0
976	 387.556	 1	 0
968	 386.979	 1	 0
960	 387.098	 1	 0
952	 386.164	 1	 0
944	 385.976	 1	 0
936	 385.315	 1	 0
928	 384.893	 1	 0
920	 383.85	 1	 0
912.069	 382.833	 1	 0
904.131	 380.685	 1	 0
896	 378.125	 1	 0
888.086	 376.292	 0.92388	 0.382683
880	 374.692	 0.92388	 0.382683
872	 372.661	 1	 0
864	 371.286	 1	 0
287	 392.626	 1	 0
279	 391.741	 1	 0
551.499	 378.243	 -0.707107	 -0.707107
558.023	 383.74	 -0.382683	 -0.92388
560.814	 390.87	 0.382683	 0.92388
564.067	 398.972	 0.382683	 0.92388
566.596	 405.96	 0.382683	 0.92388
569.252	 413.103	 0.382683	 0.92388
730.554	 384.631	 1	 0
